text,sentiment,polarity,subjectivity,Preprocess
Contanos tu teoría para el final de Game of thrones! # GameofThrones # got # GOT7 # gots8 # GOTs7 # JuegoDeTronos # hbo # series # serie # final # gotfinale # AryaStark # JonSnow # sansastark # CerseiLannister # TyrionLannister # jaimelannister # finalseason # temporada8 # DaenerysTargaryen # stark,Neg,-0.175,0.75,contanos tu teoría para el final de game of throne gameofthrones got got7 gots8 gots7 juegodetronos hbo series serie final gotfinale aryastark jonsnow sansastark cerseilannister tyrionlannister jaimelannister finalseason temporada8 daenerystargaryen stark
"Here we GO... THE NORTH REMEMBERS. . The night is dark and full of terrors."" - # Melisandre . ""Power is Power."" - # CerseiLannister . # ForTheThrone # MohammedxElSayed # S02E01 # TheNorthRemembers . # GameOfThrones # Marathon # GoTS8 # HBO # GOT # GoTMarathon # GoTS2 @ GameOfThrones @ HBO.pic.twitter.com/FVZkRTVswJ""",Pos,0.09999999999999999,0.47500000000000003,here we go the north remembers the night is dark and full of terror melisandre power is power cerseilannister forthethrone mohammedxelsayed s02e01 thenorthremembers gameofthrones marathon gots8 hbo got gotmarathon gots2 gameofthrones hbo pic twitter com fvzkrtvswj
"'Any man who must say I am the King"" is no true king.' - Tywin Lannister # gameofthrones # GoT # GoTS8 # CerseiLannister # TyrionLannisterhttps://twitter.com/JackPosobiec/status/1103377934759411713 …""",Neg,-0.175,0.65,any man who must say am the king is no true king tywin lannister gameofthrones got gots8 cerseilannister tyrionlannisterhttps twitter com jackposobiec status 1103377934759411713
# KingInTheNorth # AryaStark # SansaStark # BranStark # CerseiLannister # TyrionLannister # Khaleesi # DaenerysTargaryen # motherofdragons # ForTheThrone # GOT # GameOfThrones # GoTS8 https://twitter.com/GameOfThrones/status/1102962107203682304 …,Neu,0.0,0.0,kinginthenorth aryastark sansastark branstark cerseilannister tyrionlannister khaleesi daenerystargaryen motherofdragons forthethrone got gameofthrones gots8 http twitter com gameofthrones status 1102962107203682304
# GAMEOFTHRONES # GOT # GOTS8 # CerseiLannister pic.twitter.com/E7hoxzz6Ej,Neu,0.0,0.0,gameofthrones got gots8 cerseilannister pic twitter com e7hoxzz6ej
# GAMEOFTHRONES # GOT # GOTS8 # CerseiLannister pic.twitter.com/FP5plN2fz6,Neu,0.0,0.0,gameofthrones got gots8 cerseilannister pic twitter com fp5pln2fz6
'The power is mine...' # Cersei # QueenCersei # CerseiLannister # GameofThrones # GoT # GoTS8 pic.twitter.com/lE9J3ObBlB,Neu,0.0,0.0,the power is mine cersei queencersei cerseilannister gameofthrones got gots8 pic twitter com le9j3obblb
¡EL INVIERNO LLEGÓ! Primer trailer de la octava temporada de # GameofThrones. La serie regresa el próximo 14 de abril. # HBO # GOT # GOTS8 # GOT2019 # JuegoDeTronos # PorElTrono # ForTheThrone # Daenerys # JonSnow # CerseiLannister # AryaStark # JaimeLannister # TyrionLannister # SansaStarkpic.twitter.com/Q9EiChQClg,Neu,0.0,0.0,el invierno llegó primer trailer de la octava temporada de gameofthrones la serie regresa el próximo 14 de abril hbo got gots8 got2019 juegodetronos poreltrono forthethrone daenerys jonsnow cerseilannister aryastark jaimelannister tyrionlannister sansastarkpic twitter com q9eichqclg
39 days to go! # GameofThrones # DaenerysTargaryen # JonSnow # SansaStark # AryaStark # CerseiLannister # TyrionLannister # thenorthremembers # ForTheThrone # GOT # GoTS8 # GOTtrailer # GameofThronesSeason8 # WinterIsComing # WinterIsHerehttps://twitter.com/GameOfThrones/status/1102962107203682304 …,Neu,0.0,0.0,39 day to go gameofthrones daenerystargaryen jonsnow sansastark aryastark cerseilannister tyrionlannister thenorthremembers forthethrone got gots8 gottrailer gameofthronesseason8 winteriscoming winterisherehttps twitter com gameofthrones status 1102962107203682304
O que dizer??? FINALMENTE SAIU o trailer da temporada final de # GameOfThrones # GoT # GoTS8 # Arya # CerseiLannister # Daenerys # JonSnowhttp://bit.ly/2IQ22lR,Neu,0.0,1.0,o que dizer finalmente saiu trailer da temporada final de gameofthrones got gots8 arya cerseilannister daenerys jonsnowhttp bit ly 2iq22lr
# GameOfThrones # GOT # GoTS8 # JonSnow # DaenerysTargaryen # CerseiLannister # Tyrion # SansaStark # AryaStark # WinterIsComing # dracarys # NightKing # hbo # Geekpic.twitter.com/tAJNoEK28t,Neu,0.0,0.0,gameofthrones got gots8 jonsnow daenerystargaryen cerseilannister tyrion sansastark aryastark winteriscoming dracarys nightking hbo geekpic twitter com tajnoek28t
# GameOfThrones # GOT # GoTS8 # JonSnow # DaenerysTargaryen # CerseiLannister # Tyrion # SansaStark # AryaStark # WinterIsComing # dracarys # NightKing # hbo # Geekpic.twitter.com/0ruMND45vD,Neu,0.0,0.0,gameofthrones got gots8 jonsnow daenerystargaryen cerseilannister tyrion sansastark aryastark winteriscoming dracarys nightking hbo geekpic twitter com 0rumnd45vd
# GameOfThrones # GOT # GoTS8 # JonSnow # DaenerysTargaryen # CerseiLannister # Tyrion # SansaStark # AryaStark # WinterIsComing # dracarys # NightKing # hbo # Geekpic.twitter.com/aeFynHyUqA,Neu,0.0,0.0,gameofthrones got gots8 jonsnow daenerystargaryen cerseilannister tyrion sansastark aryastark winteriscoming dracarys nightking hbo geekpic twitter com aefynhyuqa
# GameOfThrones # GOT # GoTS8 # JonSnow # DaenerysTargaryen # CerseiLannister # Tyrion # SansaStark # AryaStark # WinterIsComing # dracarys # NightKing # hbo # Geekpic.twitter.com/pIwx3WPwpy,Neu,0.0,0.0,gameofthrones got gots8 jonsnow daenerystargaryen cerseilannister tyrion sansastark aryastark winteriscoming dracarys nightking hbo geekpic twitter com piwx3wpwpy
# GameOfThrones # GOT # GoTS8 # JonSnow # DaenerysTargaryen # CerseiLannister # Tyrion # SansaStark # AryaStark # WinterIsComing # dracarys # NightKing # hbo # Geekpic.twitter.com/KdfBVX5wdT,Neu,0.0,0.0,gameofthrones got gots8 jonsnow daenerystargaryen cerseilannister tyrion sansastark aryastark winteriscoming dracarys nightking hbo geekpic twitter com kdfbvx5wdt
Whom will you bring back?? Mine will be Ygritte,Neu,0.0,0.0,whom will you bring back mine will be ygritte
# DaenerysTargaryen # JonSnow # CerseiLannister # AryaStark # PorElTrono # ForTheThrone # got # GoTS8 # GameofThrones # FelizFindepic.twitter.com/ZahVpLUwff,Neu,0.0,0.0,daenerystargaryen jonsnow cerseilannister aryastark poreltrono forthethrone got gots8 gameofthrones felizfindepic twitter com zahvpluwff
Nuevos pósters individuales de la octava temporada de # GameOfThrones. La serie regresa el próximo 14 de abril. (3/3) # ForTheThrone # HBO # GOT # GOTS8 # PorElTrono # Daenerys # JonSnow # CerseiLannister # AryaStark # JaimeLannister # TyrionLannister # SansaStark # DavosSeaworth # NightKingpic.twitter.com/MglMIKHMSl,Neu,0.0,0.0,nuevos pósters individuales de la octava temporada de gameofthrones la serie regresa el próximo 14 de abril 3 3 forthethrone hbo got gots8 poreltrono daenerys jonsnow cerseilannister aryastark jaimelannister tyrionlannister sansastark davosseaworth nightkingpic twitter com mglmikhmsl
Nuevos pósters individuales de la octava temporada de # GameOfThrones. La serie regresa el próximo 14 de abril. (2/3) # ForTheThrone # HBO # GOT # GOTS8 # PorElTrono # Daenerys # JonSnow # CerseiLannister # AryaStark # JaimeLannister # TyrionLannister # SansaStark # DavosSeaworth # NightKingpic.twitter.com/T6huPjI2zR,Neu,0.0,0.0,nuevos pósters individuales de la octava temporada de gameofthrones la serie regresa el próximo 14 de abril 2 3 forthethrone hbo got gots8 poreltrono daenerys jonsnow cerseilannister aryastark jaimelannister tyrionlannister sansastark davosseaworth nightkingpic twitter com t6hupji2zr
Nuevos pósters individuales de la octava temporada de # GameOfThrones. La serie regresa el próximo 14 de abril. (1/3) # ForTheThrone # HBO # GOT # GOTS8 # PorElTrono # Daenerys # JonSnow # CerseiLannister # AryaStark # JaimeLannister # TyrionLannister # SansaStark # DavosSeaworth # NightKingpic.twitter.com/fDRD2HXMPp,Neu,0.0,0.0,nuevos pósters individuales de la octava temporada de gameofthrones la serie regresa el próximo 14 de abril 1 3 forthethrone hbo got gots8 poreltrono daenerys jonsnow cerseilannister aryastark jaimelannister tyrionlannister sansastark davosseaworth nightkingpic twitter com fdrd2hxmpp
# CerseiLannister # Cersei # GameOfThrones # GOT # GOTS8 # ForTheThrone # PorElTronopic.twitter.com/9Wnjlx0WAl,Neu,0.0,0.0,cerseilannister cersei gameofthrones got gots8 forthethrone poreltronopic twitter com 9wnjlx0wal
Pôsters da oitava e última temporada de # GameofThrones quem assumirá o trono de ferro após a longa noite? # DominGoT # GoT # AegonTargaryen # JonSnow # DaenerysTargaryen # CerseiLannister # TyrionLannister # SansaStark # AryaStark # NightKing # TheNorthRemembers # HBO # GoTS8 pic.twitter.com/ocSD5Av3QQ,Neu,0.0,0.0,pôsters da oitava última temporada de gameofthrones quem assumirá trono de ferro após longa noite domingot got aegontargaryen jonsnow daenerystargaryen cerseilannister tyrionlannister sansastark aryastark nightking thenorthremembers hbo gots8 pic twitter com ocsd5av3qq
THEORIE/META ◊ Parallèles entre Daenerys Targaryen & divers antagonistes de la série http://sk.mu/ac6Kz3nQYfEK # GameOfThrones # GOT # GOT8 # GOTs8 # ForTheThrone # OCSGOT @ OCSTV # GameofThronesSeason8 # EmiliaClarke # CerseiLannister # StannisBaratheon # RamsayBolton # JoffreyBaratheon,Neu,0.0,0.0,theorie meta parallèles entre daenerys targaryen diver antagonistes de la série http sk mu ac6kz3nqyfek gameofthrones got got8 gots8 forthethrone ocsgot ocstv gameofthronesseason8 emiliaclarke cerseilannister stannisbaratheon ramsaybolton joffreybaratheon
DIVERS ASOIAF/GOT ○ Costumes http://sk.mu/ac6Kz3nQVTTm # GameOfThrones # GOT # GOT8 # GOTs8 # ForTheThrone # OCSGOT @ OCSTV # GameofThronesSeason8 # EmiliaClarke # DaenerysTargaryen # SophieTurner # SansaStark # CerseiLannister # LenaHeadey,Neu,0.0,0.0,diver asoiaf got costume http sk mu ac6kz3nqvttm gameofthrones got got8 gots8 forthethrone ocsgot ocstv gameofthronesseason8 emiliaclarke daenerystargaryen sophieturner sansastark cerseilannister lenaheadey
